id_1,id_2,Weight
24655,17152,13
24655,12929,10
24655,33303,20
24655,1109,18
24655,15407,10
24655,33856,8
24655,36914,16
35,23589,4
35,35773,13
35,15270,14
35,17013,10
35,3922,3
35,25652,14
35,11279,21
35,3153,6
35,18274,8
35,31890,11
35,5300,9
35,8635,23
35,308,7
35,19540,3
35,25218,17
35,15074,3
35,21142,17
35,6506,14
35,29982,2
35,20363,12
35,18638,13
35,31126,22
35,7562,1
35,34766,2
35,33813,9
35,30543,19
35,16599,4
36,35523,2
36,35773,19
36,16282,1
36,37049,15
36,18638,8
36,27363,18
36,11279,17
36,3153,12
36,16119,24
36,26293,1
36,20880,7
36,24953,12
36,8635,19
36,24343,10
36,28814,4
36,23690,20
36,32459,5
36,35616,14
36,20363,8
36,7740,15
36,9051,23
36,34840,12
36,27367,12
6073,11635,5
6073,896,9
6073,32126,16
6073,4382,22
6073,11079,17
6073,8784,22
6073,22104,12
6073,24654,1
6073,27966,6
38,717,6
38,23060,14
38,253,14
38,22452,14
38,1766,20
38,36746,25
38,14701,2
38,25314,20
38,10281,12
38,23783,12
38,8409,12
38,18028,12
38,1524,20
38,9804,17
38,34992,21
38,11439,4
38,34536,22
38,3491,11
38,26644,11
38,9677,25
38,31518,5
38,1396,21
38,32139,15
38,29886,6
38,26196,9
38,11175,1
38,13632,16
38,13189,6
38,32309,9
38,23838,1
38,35008,20
38,5823,3
38,20191,12
38,24921,6
38,29052,18
38,6301,12
38,21943,22
38,3922,9
38,10595,19
38,18403,13
38,18204,11
38,29218,11
38,20773,7
38,36099,20
38,19744,20
38,13638,15
38,10001,11
38,11041,15
38,27867,16
38,25774,6
38,30002,18
38,21358,12
38,3252,2
38,29387,20
38,24541,25
38,8646,9
38,35388,17
38,18725,2
38,37463,18
38,12506,15
38,18876,4
38,22950,23
38,28930,6
38,14483,23
38,5323,8
38,10320,17
38,16958,9
38,30010,17
38,35371,25
38,29421,13
38,16798,5
38,29557,21
38,21957,21
38,32180,7
38,17230,20
38,8416,7
38,31890,1
38,36628,14
38,24347,25
38,12265,23
38,24033,18
38,29961,12
38,13629,6
38,28322,17
38,16127,13
38,22491,25
38,22024,14
38,393,14
38,31756,2
38,11010,9
38,30046,20
38,16321,16
38,6645,10
38,29082,24
38,32821,8
38,15295,11
38,5487,8
38,22642,14
38,20236,4
38,8921,1
38,1264,17
38,17133,24
38,25249,20
38,19459,21
38,814,8
38,22415,5
38,8831,23
38,14131,21
38,34426,22
38,17139,11
38,22292,9
38,5506,9
38,30384,13
38,11271,7
38,23711,20
38,31346,6
38,33988,4
38,12393,13
38,11991,5
38,24965,8
38,8360,17
38,27803,24
38,1003,13
38,34563,1
38,28487,6
38,22899,17
38,20836,2
40,14266,5
40,31917,12
40,31890,16
40,6134,5
40,3712,17
41,15936,7
41,12648,21
41,22395,25
41,30403,19
41,20610,21
41,15278,2
41,2300,17
42,3546,7
42,23589,16
42,34953,21
42,28343,13
42,5143,25
42,31731,10
42,22321,20
42,6843,19
42,11051,10
42,31890,17
42,26410,15
42,33643,16
42,5338,20
42,5629,25
42,22267,7
42,27962,22
42,14558,10
42,31695,16
42,33471,1
42,37193,1
42,37578,16
42,6645,13
42,540,10
42,13263,22
42,30596,6
42,2297,21
42,73,13
42,34447,18
42,36608,23
42,7006,25
42,16350,16
42,14502,17
42,6250,1
42,35523,4
42,18233,18
42,11119,1
42,9349,1
42,10830,21
42,37294,23
42,6185,14
42,27718,6
42,7516,17
42,4210,12
42,3678,15
42,1356,13
42,8172,2
42,14814,7
42,20854,17
42,27370,20
42,8608,22
42,35773,23
42,15684,25
42,7178,22
42,13656,9
42,20436,17
44,8721,9
44,29421,19
45,12703,16
45,30789,16
45,31090,11
24499,9946,3
24499,34654,3
24499,9947,16
24499,25424,21
24499,12731,12
24499,31659,22
24499,18509,16
24499,24257,18
24499,15623,17
24499,9955,24
24499,27751,23
24499,18810,15
24499,18318,15
24499,25434,24
24499,3483,9
24499,9731,25
24499,33410,18
24499,592,3
24499,4292,13
24499,6641,24
24499,13177,17
24499,26639,3
24499,11124,16
24499,25739,24
24499,6854,2
24499,19222,8
24499,26644,12
24499,18100,12
24499,35472,13
24499,36163,6
24499,16496,22
24499,22836,9
24499,25307,12
24499,25454,6
24499,29360,3
24499,20478,10
24499,6005,22
24499,25887,16
24499,28591,8
24499,3789,15
24499,11617,4
24499,33324,1
24499,36621,11
24499,29052,20
24499,4451,17
24499,6301,20
24499,29055,13
24499,4819,25
24499,13439,4
24499,36971,22
24499,25128,9
24499,26979,21
24499,17066,23
24499,23264,13
24499,16797,10
24499,13638,15
24499,13354,9
24499,16959,25
24499,3374,16
24499,12876,18
24499,2804,21
24499,29536,2
24499,33602,18
24499,11927,20
24499,26839,21
24499,2078,22
24499,10154,24
24499,24744,13
24499,14400,2
24499,11010,20
24499,35806,10
24499,35773,17
24499,8177,4
24499,22669,20
24499,31217,23
24499,21787,18
24499,35089,4
24499,34564,1
24499,36659,2
24499,14108,17
24499,7027,18
24499,15066,11
24499,30948,9
24499,25477,23
24499,8753,15
24499,10025,22
24499,2816,18
24499,15940,19
24499,29243,15
24499,25061,10
24499,12003,3
24499,26538,8
24499,2252,23
24499,24939,7
24499,21101,19
24499,6631,4
24499,10487,2
24499,17917,21
24499,31890,22
24499,35872,6
24499,30199,20
24499,10157,6
24499,10347,12
24499,1103,25
24499,20303,22
24499,27803,1
24499,9051,20
24499,1696,21
24499,17419,23
24499,10574,4
24499,12542,25
24499,35890,3
24499,34774,14
24499,4712,18
24499,32710,25
24499,28130,1
24499,33012,12
24499,30979,19
24499,34620,1
24499,15313,20
24499,10956,17
24499,22459,17
24499,11279,18
24499,27196,15
24499,23690,15
24499,33366,1
24499,981,6
24499,15555,3
24499,37161,16
24499,19041,5
24499,9919,14
24499,35258,17
24499,18482,2
24499,5300,10
24499,19089,21
24499,848,10
24499,21404,21
24499,12986,12
24499,5892,12
24499,27655,22
24499,32060,1
24499,33988,4
24499,4262,20
24499,368,7
24499,3712,8
24499,35468,8
24499,23209,21
24499,23767,21
24499,11573,2
24499,24935,3
24499,9008,5
24499,6827,17
24499,32415,16
24499,73,9
24499,12630,5
1193,28234,17
1193,4036,17
1193,10001,25
48,35665,25
48,10595,13
49,5552,15
49,26597,14
49,10269,19
49,7121,10
49,33671,4
50,19222,17
50,24181,12
51,34304,5
51,25741,6
51,27985,12
51,18163,10
51,33950,11
52,20594,6
52,25427,19
52,5496,16
52,1212,12
52,22321,11
52,24661,5
52,30877,3
52,25285,20
52,33671,11
52,23684,15
52,29215,13
52,5845,24
52,591,25
52,1132,8
52,6094,10
52,5636,6
52,4013,22
52,7435,9
52,2742,5
52,34429,5
52,11991,18
52,8570,7
52,823,21
52,24668,18
52,27803,8
52,30670,15
52,30074,1
52,21607,6
52,3210,5
52,18037,17
52,13112,21
53,28957,23
53,21375,20
22212,6138,17
54,36103,8
55,29827,5
55,5568,5
55,11051,8
57,3255,12
58,14312,7
58,31890,15
58,28964,14
58,18727,18
58,5218,25
58,34638,8
58,23908,19
59,13761,9
60,37077,1
61,6631,16
61,974,17
61,18406,3
61,33643,4
61,30199,15
61,73,20
61,8357,19
61,35773,21
61,25146,19
61,11051,24
61,35008,3
61,1095,19
61,10403,14
61,23664,16
61,33128,20
61,772,13
61,18233,19
61,32030,15
61,31890,25
61,32876,21
61,33799,7
62,30717,21
63,36607,16
29946,33671,17
64,13486,9
65,30733,16
65,31890,5
65,10001,12
66,13448,23
66,31890,22
66,30773,14
66,21831,10
67,11497,16
67,7104,15
67,29440,1
67,36652,24
67,6301,9
67,14023,11
67,26706,11
67,26679,22
67,3329,18
67,29889,23
67,19114,10
67,19253,11
67,36628,7
67,29023,13
67,10001,16
67,27037,25
67,10528,16
67,29997,25
67,19222,1
67,27470,3
67,31695,18
67,10574,5
67,17723,8
67,27803,6
67,32753,4
67,35076,12
67,12575,17
68,30030,1
68,21358,24
68,4459,13
68,30297,9
70,34161,7
71,20812,20
71,11244,4
71,24207,22
72,18731,7
72,32161,16
72,11573,1
72,11055,10
72,1353,14
72,1618,2
6078,2819,17
6078,14766,25
6078,24350,24
74,31838,21
74,5880,8
74,15745,16
74,23139,23
74,29645,1
74,36652,16
75,10247,15
75,36652,5
75,19222,5
75,7211,12
75,21029,21
75,2243,17
75,1089,5
75,17854,18
75,31923,2
75,10080,15
75,18790,12
75,26118,4
75,16701,10
75,36828,19
75,4757,1
75,9766,7
75,5754,6
75,14466,22
6079,33029,17
6079,23589,16
6079,18430,12
6079,5629,13
6079,4847,11
6079,32409,16
6079,18945,13
6079,22715,24
6079,32876,18
77,3115,8
79,33601,21
82,15338,10
82,33385,12
83,26110,14
83,33671,1
83,25858,5
83,5629,17
83,8828,20
83,5858,17
83,2489,6
84,19253,4
84,12699,11
85,11081,8
85,1295,20
85,36648,5
85,33128,15
85,35708,4
18373,28603,18
18373,33029,16
87,28367,16
87,5361,4
87,26585,20
87,22434,8
87,27855,17
87,15820,15
87,32227,1
87,15870,17
87,13638,18
87,36628,4
87,16583,4
87,22881,25
87,23348,22
87,19222,5
87,31170,20
87,15817,16
87,34602,15
87,27803,2
87,24459,7
87,13729,22
87,25704,13
87,6558,23
87,26434,24
87,25477,10
89,27323,18
89,27803,12
89,29563,21
89,33824,9
89,35008,1
90,21351,17
90,24444,6
90,15808,4
90,13411,11
90,13893,10
91,5953,9
91,23110,19
92,16241,6
92,26156,13
92,3177,24
92,12092,22
92,5615,24
92,16854,18
92,36126,16
92,16754,9
92,1955,3
92,5197,20
92,6981,10
92,7827,12
92,25210,14
92,19841,22
92,20173,22
92,13574,22
92,26339,18
92,31515,4
92,9921,25
92,7839,8
92,19222,21
92,13872,11
92,7123,6
92,12115,2
92,25579,5
92,37573,12
92,34032,13
92,31248,8
92,4598,18
92,29439,8
92,1337,15
92,13418,14
92,15313,15
92,12484,3
92,12699,21
92,26666,10
92,28303,1
92,9818,23
92,35579,1
92,10601,3
92,21912,10
92,25256,22
92,13576,3
92,21993,23
92,22881,14
92,37438,6
92,18699,3
92,34217,16
92,36248,14
92,26532,24
92,24568,11
92,27803,25
92,12085,9
92,22449,3
92,141,16
93,31102,14
30931,23271,24
30931,11591,12
30931,4333,11
30931,1139,20
30931,34042,9
30931,19400,20
30931,36310,10
30931,8508,1
30931,27101,17
30931,6149,13
30931,3190,9
30931,13506,16
30931,19728,3
95,29645,16
6081,9355,21
97,1483,5
97,27803,20
97,13638,25
97,22881,8
97,37087,24
97,28885,15
97,18835,12
97,36628,17
97,22321,20
98,30594,10
98,1686,8
98,27373,10
98,26054,20
98,21090,20
98,8668,22
98,31814,21
98,22606,12
98,23845,18
98,15191,1
98,28544,8
98,3218,18
98,16938,7
98,30002,15
98,709,24
98,17446,22
98,2078,18
98,3712,9
98,393,4
98,27803,15
98,17197,22
98,33684,18
98,33546,18
99,36916,20
99,11442,25
99,7995,14
99,37085,3
99,5629,18
99,32812,19
99,10060,12
99,29115,25
99,23261,17
99,31324,23
99,2755,11
99,34603,1
99,8507,24
99,16033,11
99,32639,16
99,23100,24
99,14459,4
99,23519,14
99,338,22
6082,2270,10
6082,28436,6
6082,14815,2
101,29255,12
101,32525,16
101,35212,12
101,6114,20
101,6479,23
101,22642,4
101,33708,24
101,30717,15
101,13169,25
101,11206,6
101,10711,3
101,23228,21
101,31174,9
101,27777,8
101,36681,20
101,34423,23
101,16905,15
101,8912,4
101,1891,13
101,21537,15
101,17652,22
101,18029,8
101,910,24
101,13332,3
101,2270,18
101,6295,8
101,36620,20
101,2273,22
101,7222,15
101,13743,2
101,19534,19
101,13761,19
101,28451,11
101,27860,7
101,9552,8
101,32421,19
101,7156,25
101,33910,20
101,14878,6
101,7183,4
101,32897,11
101,19684,5
101,29620,14
101,27655,4
101,1877,19
101,3542,19
101,32182,11
102,10689,15
102,32124,7
103,23434,7
103,27401,18
103,22125,14
105,14642,24
105,9586,24
105,28427,7
105,20132,15
105,21566,21
105,17580,25
105,24350,21
105,12657,2
105,26265,25
105,968,14
105,21732,3
105,17578,1
105,11038,7
106,25367,16
106,15062,3
106,27803,21
106,15191,24
106,24061,21
108,16385,21
108,27593,8
108,9238,19
108,33152,11
108,24409,20
108,22071,8
108,33485,19
108,31729,3
108,35061,5
108,1948,12
108,25507,8
108,20322,13
108,5673,12
108,11710,1
108,30003,21
108,24473,23
108,32572,12
108,12534,17
108,27803,3
108,12978,6
108,17126,16
108,23817,16
108,15541,1
109,11085,20
109,16954,15
109,24905,6
109,25777,24
110,5188,19
110,15143,2
110,27903,18
110,14021,9
110,12505,13
110,22341,8
111,27106,23
111,23471,16
112,37104,18
113,2521,12
113,2348,16
113,8459,6
113,25783,7
113,25401,19
113,35773,6
113,11793,11
35816,974,23
35816,4128,6
35816,30199,24
35816,35773,18
35816,5647,25
35816,10844,25
35816,33410,4
35816,6628,13
35816,31328,14
35816,12442,6
114,16315,21
114,32134,16
114,23932,25
114,31890,23
114,5547,18
114,30101,15
114,10001,24
115,5629,9
115,14352,23
115,26261,14
115,20100,4
115,31631,9
116,9955,11
116,27037,20
116,17395,19
116,24733,6
116,12209,6
116,3665,7
116,18163,19
116,2993,17
116,7195,10
117,26843,23
117,9667,4
118,24504,4
118,27669,8
118,36101,15
118,12102,10
118,31890,10
118,19765,24
119,20731,16
119,34316,14
119,21300,18
119,4275,17
119,35773,25
119,10403,24
119,24133,1
119,13013,13
119,30417,12
119,4030,10
119,31509,2
119,9051,24
119,16119,3
119,7195,6
119,22618,23
119,25398,1
119,1085,15
119,36940,21
119,4430,4
119,19222,17
119,7979,18
119,22442,22
119,29199,24
119,12570,7
119,6571,10
119,10438,19
119,32346,2
119,23527,21
119,28890,22
119,36173,17
119,23838,23
119,25752,18
119,14227,23
119,19936,21
119,8440,20
119,29319,2
119,19096,7
119,10450,13
119,23478,11
119,29055,17
119,28755,19
119,13056,6
119,13058,20
119,20468,6
119,23112,24
119,35822,11
119,2328,5
119,30757,19
119,16080,8
119,13790,11
119,2806,22
119,33054,11
119,6031,19
119,29075,2
119,24743,19
119,18562,11
119,35008,17
119,9301,24
119,14670,3
119,23283,21
119,28777,3
119,13653,5
119,36819,24
119,21081,24
119,14228,4
119,9023,5
119,5754,6
119,34402,25
119,31170,10
119,9447,16
119,35968,18
119,31880,18
119,2096,24
119,7770,13
119,21547,11
119,31890,6
119,31829,6
119,4793,13
119,6631,8
119,36578,19
119,7339,10
119,19012,9
119,4370,3
119,31764,22
119,21664,22
119,33018,17
119,5080,18
119,3537,12
119,19351,4
119,27029,18
119,33193,6
119,10194,14
119,255,21
119,19153,1
119,6599,2
119,15657,7
119,2410,23
119,37042,15
119,27038,23
119,12885,22
119,2718,23
119,26958,25
119,5224,21
119,21406,24
119,22282,17
119,32411,14
119,6945,16
119,18558,14
119,26901,14
119,8518,5
119,2281,11
119,5629,13
119,16578,19
119,34861,13
119,27051,2
119,31115,24
119,31197,22
119,5879,16
119,23050,11
119,26463,6
119,22881,3
119,5366,1
119,11531,11
119,34785,11
119,35601,10
119,23798,11
119,18043,18
119,30483,19
119,32100,25
119,27803,5
119,34399,21
119,33222,8
119,31725,7
119,22875,19
119,73,22
120,23589,10
120,27072,19
120,9553,5
120,8225,7
120,2164,17
120,29421,5
120,22321,7
120,22329,8
120,20812,18
120,9455,16
120,25102,18
120,937,7
120,31890,5
120,3131,6
120,11018,19
120,17787,3
120,26110,23
120,8946,21
120,13789,13
120,36652,2
120,27803,23
120,34298,2
120,5943,2
120,18035,22
120,33029,25
121,36339,13
121,26699,14
121,5629,1
122,17617,20
122,35486,14
122,13024,7
124,6295,22
124,5629,6
124,16680,20
124,5210,21
124,21425,18
124,494,8
124,27803,18
124,29741,22
124,31345,4
124,18163,6
124,8141,25
124,6307,13
125,7037,22
125,17335,23
125,7622,11
125,25291,2
125,27803,15
125,10081,16
125,34536,13
125,35335,12
125,17722,5
125,28288,12
125,33970,9
125,27048,22
125,32649,19
125,10407,12
125,5013,5
125,5300,22
125,28005,11
126,35417,16
126,23733,22
126,14954,6
126,35865,9
126,31354,6
126,16639,18
127,22898,8
127,910,15
128,10397,24
129,16475,7
129,8357,24
129,8093,19
129,29589,2
129,3658,22
129,4350,11
129,20024,12
129,24252,20
129,34456,1
129,37161,25
129,10523,1
129,27803,20
129,1619,1
130,30881,1
130,31890,19
130,561,13
130,15990,18
130,32165,1
131,22504,21
131,7607,13
131,34355,6
131,34696,18
131,26568,4
131,34935,23
131,23491,9
131,31373,25
131,11227,13
131,23591,8
131,19351,14
131,9992,20
131,30360,17
131,19605,20
131,15074,4
131,27951,23
131,22832,7
131,1316,24
131,27803,11
131,14670,19
131,35762,1
131,13553,24
131,1821,15
131,20860,17
131,18163,3
131,15750,14
131,35008,3
30936,11129,20
30936,1853,24
30936,8245,12
34227,31126,25
34227,21142,7
134,35773,11
134,21901,25
134,27803,3
134,33303,21
134,4942,24
134,7394,24
134,10432,23
134,4569,8
134,6421,10
134,14242,5
134,25477,4
134,25907,4
134,35241,23
134,9006,3
134,19656,1
134,22503,3
134,36628,8
134,33029,3
135,26409,15
135,30047,25
135,15861,7
135,18163,15
135,31890,2
135,10403,9
136,8637,11
136,23430,20
136,27424,19
32362,35088,17
32362,9166,2
32362,31247,4
32362,14063,4
32362,31064,13
32362,16392,2
32362,32600,13
32362,26105,25
32362,24735,10
32362,9040,23
32362,1811,11
32362,32206,23
32362,33848,19
32362,4001,23
32362,3160,9
32362,31785,3
32362,26223,19
32362,23617,25
32362,28465,5
32362,19752,16
32362,13995,3
32362,26570,4
32362,1808,20
32362,18682,3
138,14954,5
138,6137,24
26996,1789,12
139,2237,5
139,19217,19
139,27250,15
139,9428,9
139,10840,6
139,30002,16
139,17084,2
139,35590,22
139,23013,12
139,27040,4
140,5194,4
140,16336,1
140,2683,11
140,19483,17
140,8716,14
140,36584,13
140,27196,4
140,6086,10
140,25725,19
140,33138,3
140,28940,15
140,35734,5
140,557,22
140,24040,10
140,5506,16
140,23400,16
140,13028,6
140,15814,16
140,6134,1
140,4855,10
140,37471,5
140,9506,24
140,13983,1
140,3336,21
140,30002,10
140,27803,14
140,11010,25
140,29886,19
140,33995,15
140,6716,14
140,3210,14
140,5907,25
141,7123,11
141,18786,20
141,34992,16
141,34074,16
141,12115,22
141,12699,13
141,18866,8
141,6000,6
141,4674,21
141,33489,24
141,9818,10
141,37471,19
141,31890,17
141,9775,7
141,31248,6
141,6997,12
142,1726,6
142,19300,14
142,17649,6
143,3624,16
143,9051,18
143,2315,24
143,12509,5
143,3658,23
143,26343,12
143,2590,13
145,11244,14
145,11081,5
145,22389,7
145,25249,16
146,22137,24
146,23534,25
146,8880,18
146,37682,10
147,31890,13
147,21851,8
148,26499,15
148,19712,8
148,20548,6
149,18053,2
149,9834,1
150,21411,12
150,974,5
150,5231,9
150,30762,8
150,11051,22
150,3027,8
150,4757,23
150,5800,11
150,32098,9
151,32729,5
151,22888,6
152,28970,12
152,4016,9
152,35660,17
153,31890,9
154,36909,20
154,35213,19
154,6954,1
155,14954,15
155,37134,4
156,6631,2
156,7710,21
156,32936,13
156,31917,24
156,30199,22
156,26007,19
156,28957,7
156,17342,12
156,3677,13
156,25844,8
156,33366,24
156,5199,4
156,26734,6
156,33643,17
156,15333,15
156,35008,4
157,22836,20
157,35388,2
157,30468,1
157,18850,16
157,35926,9
157,15394,24
157,34840,22
157,31890,12
157,13910,16
158,16498,23
158,5673,2
159,13421,9
159,9520,1
159,9721,20
159,35829,6
159,2796,6
159,1877,11
159,2614,4
159,16524,23
159,7195,2
159,29023,22
159,25441,11
159,19675,6
159,25143,22
159,19222,17
159,19333,10
159,20049,11
159,12894,20
159,30724,20
159,31219,24
159,32914,24
159,35158,23
159,37578,5
159,8581,6
159,6871,12
159,7890,21
159,12336,13
159,22932,17
159,13833,10
159,20193,20
159,28434,17
159,34046,7
159,34124,16
159,19951,4
159,25477,18
159,298,14
159,13638,18
159,28077,9
159,33283,10
159,2601,10
159,2948,20
159,15669,14
159,17677,4
159,32509,7
159,2810,18
159,8931,24
159,5319,20
159,24161,23
159,4948,22
159,2084,13
159,28474,23
159,24718,6
159,11877,4
159,34075,22
159,35211,23
159,35698,25
159,23453,6
159,28944,20
159,30650,5
159,21318,13
159,8903,16
159,19981,25
159,27631,19
159,3416,23
159,29656,21
159,16042,7
159,27803,25
159,7775,9
159,24369,10
159,24431,17
159,31131,5
159,28603,1
159,9042,4
159,11537,10
159,13413,19
159,12407,9
159,260,4
159,1686,12
159,16567,13
159,12963,24
159,11394,24
159,32559,11
159,15321,17
159,3293,22
159,29598,23
159,31192,24
159,37522,24
159,23649,23
159,22881,18
159,16021,18
159,1418,21
159,11182,3
159,10179,9
159,18785,6
159,18491,21
159,17010,15
159,26918,14
159,232,2
159,6183,17
159,16166,5
159,33678,17
159,30549,12
159,31802,7
159,2729,11
160,21754,11
26579,6295,23
26579,16101,24
26579,29391,6
26579,4609,25
26579,29115,10
26579,22545,18
26579,31713,4
26579,6307,5
162,29655,4
162,6957,22
162,6729,11
162,37471,23
162,11288,5
162,13751,16
163,26635,23
163,15520,22
164,27803,16
164,11010,2
164,5751,3
164,17022,21
164,33057,11
164,26240,23
164,5817,1
164,18254,25
165,20380,15
165,12356,9
167,14796,17
167,10001,1
168,25630,25
168,7104,7
168,17850,22
168,26662,16
168,29589,23
168,29421,6
168,25249,7
168,16390,25
168,19619,22
168,12650,17
168,21840,6
168,31890,9
168,18663,13
168,30465,10
168,18263,5
168,31520,24
168,31695,18
168,22389,14
168,10638,15
168,9819,5
168,26881,14
168,37350,17
168,29082,19
168,12681,2
168,2376,20
168,24207,4
168,17600,22
169,31126,22
170,32580,22
35714,20095,3
35714,35008,6
172,36771,9
173,10427,10
173,13303,15
173,18163,20
173,3374,15
173,14954,8
174,35773,17
174,10323,6
174,27719,23
174,6886,18
174,5362,20
174,4426,11
174,33469,4
175,19063,2
175,7710,9
175,31917,1
175,19096,10
175,73,5
175,21203,22
175,15591,10
175,27824,7
175,14242,1
175,24181,4
175,16119,23
175,7302,8
175,33029,10
175,2328,5
175,19080,7
175,30199,25
175,19222,8
